year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2007,Honda,Pilot,LX,SUV,automatic,5fnyf28127b036150,ca,19.0,63760.0,silver,gray,ahfc/honda lease trust/hvt  inc.,7950,7800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Infiniti,FX35,Base,SUV,automatic,jnras08u07x100641,ca,25.0,112101.0,brown,black,luxury cars inc,10650,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Kia,Sorento,EX,SUV,automatic,kndjd736275710855,ca,23.0,119996.0,black,gray,santander consumer,4400,5400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Cadillac,Escalade,Base,SUV,automatic,1gyfk63857r167964,ca,47.0,98404.0,white,beige,fleet link services inc,19000,18500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2007,GMC,Yukon,SLE,SUV,automatic,1gkfc13017r311305,ca,37.0,86580.0,gray,black,felix chevrolet & cadillac,13800,15500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Chevrolet,Express,LS 3500,Van,automatic,1gahg39u771242979,ca,27.0,55894.0,beige,gray,the hertz corporation,9525,8800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Kia,Rondo,EX,Wagon,automatic,knafg525177096490,ca,21.0,122358.0,red,beige,time finance co,3000,2700,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2007,Ford,Fusion,SE,Sedan,automatic,3fahp07z07r258408,ca,2.0,151270.0,black,black,repo remarketing/patelco credit union,2700,1000,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2007,Kia,Sportage,LX,SUV,automatic,kndjf724677312644,ca,28.0,97898.0,black,beige,santander consumer,4675,5400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,GMC,Yukon,SLE,SUV,automatic,1gkfc13j07r366398,ca,42.0,160242.0,black,black,richard j bartlett jr enterprises,11200,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,GMC,Acadia,SLT-1,SUV,automatic,1gker23737j165503,ca,21.0,69999.0,blue,gray,jpmorgan chase bank n.a.,12700,8500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38757b423718,ca,25.0,135617.0,silver,black,onemain rem/cars galore,6725,7700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Ford,Expedition,XLT,SUV,automatic,1fmfu15517la55098,ca,28.0,92525.0,black,black,rancho ford,9150,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x07b090782,ca,36.0,73124.0,white,gray,tdaf remarketing,10650,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Versa,1.8 SL,Hatchback,manual,3n1bc13e97l423396,ca,3.0,92688.0,gray,gray,driveit financial services llc,3650,3400,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2007,Saturn,ION,2,Sedan,manual,1g8az55f37z104387,ca,24.0,90431.0,black,gray,wells fargo dealer services,3200,1400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Saturn,VUE,Base,SUV,automatic,5gzcz53437s847669,ca,19.0,79436.0,gray,gray,rancho ford,5150,1700,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2007,Toyota,Prius,Touring,Hatchback,automatic,jtdkb20ux77606683,ca,34.0,111558.0,white,gray,800 loan mart,6600,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,R-Class,R350,Wagon,automatic,4jgcb65e37a045643,ca,46.0,122458.0,white,gray,the car exchange,7450,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mazda,Mazda3,s Sport,Sedan,automatic,jm1bk324271773805,ca,26.0,171479.0,silver,black,jpmorgan chase bank n.a.,3375,2750,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,CLK-Class,CLK350,Coupe,automatic,wdbtj56h57f215836,ca,29.0,114104.0,silver,silver,san diego sports cars,7725,7300,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,automatic,jtkde167270184910,ca,19.0,64361.0,gray,black,nextgear capital,6875,6800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,R-Class,R350,Wagon,automatic,4jgcb65ex7a046174,ca,24.0,119866.0,silver,gray,myrddin fleet services,7775,6500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,automatic,jtehd21a870046790,ca,2.0,133013.0,blue,beige,jk motors inc,6275,5900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u773243833,ca,35.0,168641.0,gray,gray,san diego sports cars,4575,5500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ak24f27e022097,ca,27.0,98131.0,gray,black,gm financial,4725,4800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,RX 350,Base,SUV,automatic,jtjhk31u572021664,ca,39.0,99947.0,gold,beige,the car exchange,12650,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Camry,LE,Sedan,automatic,4t1be46k77u043100,ca,22.0,111455.0,red,gray,phillips auto brokerage,6575,7900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13506kx35312,ca,36.0,124150.0,black,black,felix chevrolet & cadillac,5925,6000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Saturn,ION,2,Sedan,automatic,1g8aj55f97z168196,ca,19.0,119620.0,silver,gray,gm financial,2550,1300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vweg71k37m068162,ca,1.0,101416.0,gray,gray,vw credit,4400,3900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21ex7n431630,ca,19.0,161713.0,white,black,wells fargo dealer services,4000,4100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu11f670008694,ca,3.0,132960.0,blue,black,aaero sweet company,11000,11500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e77a169703,ca,28.0,66980.0,silver,gray,mercedes-benz usa,16300,13500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Frontier,SE,Crew Cab,manual,1n6ad09u77c464021,ca,25.0,194835.0,red,tan,california auto exchange,4925,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,MINI,Cooper,S,Hatchback,automatic,wmwmf73597tl88609,ca,27.0,76053.0,gray,black,chaser inc,6900,7200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,GTI,Base,Hatchback,automatic,wvwfv71k17w133023,ca,2.0,83480.0,silver,black,nextgear capital,7475,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab61e07l662205,ca,34.0,98167.0,black,gray,veros credit,4125,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e37n484234,ca,26.0,116514.0,red,tan,nissan north america inc.,5250,5500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Camry,SE V6,Sedan,automatic,4t1bk46k97u018000,ca,38.0,147370.0,silver,black,cabe toyota,7325,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,automatic,jtkde167570194069,ca,23.0,97659.0,gray,—,cig financial,5900,7300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18u07c627941,ca,29.0,117735.0,white,beige,remarketing by ge/manheim california,6425,9200,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,2.5,Sedan,automatic,3vwrf71k17m119713,ca,19.0,115622.0,silver,black,cig financial,3700,3300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x37a074951,ca,42.0,123173.0,silver,black,platinum motors,16100,16800,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,Audi,A6,3.2,Sedan,automatic,wauah74f46n121983,ca,3.0,114685.0,blue,brown,buena park honda,6175,2800,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2007,Nissan,Armada,SE,SUV,automatic,5n1aa08a27n700853,ca,19.0,103653.0,blue,beige,remarketing by ge/golden 1 credit union,10000,7800,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2007,Saturn,VUE,Base,SUV,automatic,5gzcz53467s838819,ca,36.0,210113.0,white,gray,northwestern chrys/j/d/ge,975,700,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Yaris,Base,Sedan,automatic,jtdbt923471125891,ca,29.0,111836.0,blue,gray,guard auto sales,4175,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Corolla,S,Sedan,automatic,1nxbr32ex7z929636,ca,34.0,99475.0,silver,black,billion dodge chrysler jeep,5700,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Saturn,VUE,Base,SUV,automatic,5gzcz63487s863114,ca,27.0,124556.0,white,gray,sampson wholesale dealership,3600,3300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Toyota,Camry,SE,Sedan,automatic,4t1be46k37u674720,ca,31.0,101904.0,green,black,cabe toyota,7400,6900,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,automatic,jtkde177870147407,ca,25.0,82035.0,black,black,north bakersfield toyota scion,6400,4500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab61e47l656763,ca,29.0,69836.0,gray,beige,santander consumer,4950,6200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Volkswagen,Passat,2.0T,Wagon,automatic,wvwlk73c47e076890,ca,34.0,68505.0,black,black,hertz remarketing,5850,5600,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13526pt10371,ca,36.0,103460.0,black,tan,united auto credit/irvine,6650,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwpg71k67m029087,ca,33.0,102302.0,gray,gray,billion dodge chrysler jeep,4150,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vweg71kx7m177394,ca,19.0,145388.0,black,beige,billion dodge chrysler jeep,2800,2200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb135x6pt25281,ca,28.0,121598.0,blue,gray,tdaf remarketing,6000,5800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Pontiac,G6,GT,Coupe,automatic,1g2zh18n074188287,ca,2.0,108476.0,white,gray,lincoln financial services,4325,3100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,GS 450h,Base,Sedan,automatic,jthbc96s775004247,ca,29.0,154514.0,silver,gray,concord toyota,8750,8900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,automatic,jtkde177770178129,ca,24.0,90738.0,white,black,hoehn honda,6100,6200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Titan,XE,King Cab,automatic,1n6aa06a67n239550,ca,28.0,116107.0,green,green,veros credit,7100,6700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,M5,Base,Sedan,automatic,wbsnb93516b582952,ca,33.0,80363.0,silver,gray,tdaf remarketing,19750,17500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Camry,CE,Sedan,automatic,4t1be46k37u553623,ca,28.0,94437.0,white,gray,sullivan luxury cars llc,6750,7400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Audi,A8,L quattro,Sedan,automatic,wauml44e86n016199,ca,29.0,85546.0,black,black,auto finance solutions,13000,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e97n483007,ca,25.0,77236.0,gray,beige,wells fargo dealer services,6250,7800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2007,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28537lj10925,ca,29.0,107836.0,black,black,hornburg jaguar,11450,10100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Audi,A4,1.8T,Convertible,automatic,wauac48h96k003325,ca,32.0,60586.0,gray,gray,coastal credit llc / jacksonville / orange park,8375,5600,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f670020166,ca,27.0,241273.0,black,black,aq motors,9875,10500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13546pt21744,ca,29.0,64207.0,purple,tan,high bid trading co inc,8050,9000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Volvo,V50,2.4i,Wagon,automatic,yv1mw390x72327065,ca,43.0,97277.0,silver,black,hertz remarketing,6600,5000,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2006,Audi,A4,2.0T quattro,Sedan,automatic,wauef78e66a169601,ca,3.0,1.0,black,black,axcess financial,8800,3100,Wed Feb 25 2015 07:10:00 GMT-0800 (PST)
2007,Nissan,Frontier,Nismo,King Cab,automatic,1n6ad06wx7c413957,ca,26.0,154314.0,white,black,coast sports cars inc,4500,6100,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33586ks36415,ca,24.0,117803.0,silver,black,wells fargo dealer services,7300,6600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Audi,A4,2.0T,Sedan,automatic,wauaf78e06a215471,ca,28.0,120439.0,black,black,myrddin fleet services,5150,3800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Pontiac,G6,Base,Sedan,automatic,1g2zg58n674248468,ca,3.0,96237.0,silver,black,exeter finance corp,4775,4900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e57c188188,ca,27.0,80510.0,green,beige,wells fargo dealer services,6000,6800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Acura,TL,Base,Sedan,automatic,19uua66256a010179,ca,23.0,94760.0,silver,black,lexus of serramonte,8425,8700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71xx7a066068,ca,28.0,117139.0,silver,black,remarketing by ge/manheim california,17150,14400,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk71f07f119106,ca,44.0,53062.0,red,beige,desert auto trade,24500,27750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwpg31cx7m505584,ca,29.0,95772.0,blue,gray,san diego auto finder,3475,3300,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2007,Subaru,Impreza,WRX Limited,Sedan,manual,jf1gd74687g518245,ca,27.0,61246.0,gray,gray,jpmorgan chase bank n.a.,10650,13400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab61e77l641822,ca,2.0,99398.0,white,gray,north bakersfield toyota scion,4100,5000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,CLK-Class,CLK550,Coupe,automatic,wdbtj72h77f205908,ca,19.0,89992.0,black,black,financial services remarketing (lease),11500,5000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tbev54137s468389,ca,37.0,76863.0,gray,black,aaero sweet company,15850,19100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2007,Nissan,Xterra,X,SUV,automatic,5n1an08u87c529519,ca,22.0,89034.0,white,gray,jpmorgan chase bank n.a.,7550,6800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e57c853239,ca,19.0,86156.0,blue,black,balboa thrift & loan association,7000,6800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u377671052,ca,28.0,209904.0,blue,beige,onemain rem/fmt enterprises inc,2825,4500,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2007,Lexus,RX 350,Base,SUV,automatic,2t2gk31u77c002495,ca,19.0,252534.0,silver,black,wells fargo dealer services,8200,7400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u072034925,ca,35.0,90778.0,white,beige,desert auto trade,13350,16750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Armada,SE,SUV,automatic,5n1aa08a37n724577,ca,26.0,89004.0,gray,gray,manheim california,10200,9500,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2006,Acura,TSX,Base,Sedan,automatic,jh4cl96816c004134,ca,33.0,84019.0,silver,gray,david wilsons ford of orange,9125,8400,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd186x6h542582,ca,23.0,145706.0,black,black,first credit finance,7250,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwpg31cx7m513913,ca,28.0,95836.0,silver,black,newport acceptance corp,3525,3000,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2007,Toyota,Camry,LE,Sedan,automatic,4t1be46k87u147062,ca,23.0,43997.0,black,gray,onemain rem/m&m auto traders,7975,9000,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2006,BMW,5 Series,530xi,Wagon,automatic,wbann735x6cn02848,ca,41.0,76377.0,black,brown,east bay bmw,10350,7700,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13526kx64312,ca,25.0,118696.0,gray,tan,tycon enterprises,6100,8400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Saturn,Aura,XR,Sedan,automatic,1g8zv57757f176312,ca,35.0,81362.0,black,black,the car exchange,5375,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwpg71k37m187158,ca,19.0,138489.0,silver,gray,california auto exchange,3125,3200,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e47n487174,ca,21.0,153946.0,blue,black,car cash loans,4175,4000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e27a142120,ca,27.0,97702.0,black,black,sms financial inc,14700,12500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x97a129239,ca,24.0,160956.0,silver,black,walters auto sales/service inc,13050,13200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33546kr78259,ca,19.0,113206.0,black,gray,twin motor,7975,6000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2006,Acura,RSX,Base,Hatchback,automatic,jh4dc54816s005533,ca,19.0,151841.0,black,black,california auto finance,3625,3300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Pontiac,G6,GT,Convertible,automatic,1g2zh361x74123748,ca,27.0,89869.0,silver,black,tdaf remarketing,6300,7750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,Wolfsburg Edition,Sedan,automatic,3vwef71k47m180519,ca,1.0,85270.0,white,beige,vw credit,4975,5000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Toyota,Corolla,CE,Sedan,automatic,jtdbr32e470137140,ca,31.0,90840.0,silver,gray,lucky imports,5550,6600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Camry,SE V6,Sedan,automatic,4t1bk46kx7u026929,ca,34.0,56274.0,gold,beige,sullivan luxury cars llc,9475,12750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Pontiac,G6,Value Leader,Sedan,automatic,1g2zf58b174252999,ca,34.0,118144.0,blue,black,aaero sweet company,3925,3200,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2007,Nissan,Murano,SL,SUV,automatic,jn8az08w27w632206,ca,25.0,79271.0,silver,black,santander consumer,8825,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl21e07c224684,ca,41.0,129470.0,white,gray,onemain rem/delta dealer,5075,6700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,IS 250,Base,Sedan,automatic,jthbk262775028669,ca,24.0,104290.0,gray,black,remarketing by ge/mission fcu,11200,9750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl21e27c233726,ca,28.0,127972.0,gray,gray,ecars,5275,6200,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,automatic,jtedp21a370127251,ca,38.0,91459.0,beige,beige,toyota financial services,8200,9600,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2007,Toyota,Avalon,XLS,Sedan,automatic,4t1bk36b67u203390,ca,23.0,142660.0,silver,silver,executive enterprises auto wholesale inc,6725,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Corolla,S,Sedan,automatic,1nxbr32ex7z917101,ca,42.0,106750.0,red,black,california auto exchange,5550,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Mercury,Milan,Base,Sedan,automatic,3mehm07z57r605765,ca,21.0,143418.0,black,black,newport acceptance corp,2225,1500,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e36a132243,ca,33.0,123167.0,gray,gray,nvp remarketing,5625,6250,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,Base PZEV,Sedan,automatic,3vwgg71k27m010147,ca,23.0,84155.0,white,black,santander consumer,4825,5000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Acura,TL,Base,Sedan,automatic,19uua66206a066899,ca,37.0,87088.0,gray,gray,san diego sports cars,8775,10600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x17a073264,ca,44.0,46151.0,black,black,desert auto trade,23000,29000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18656h503379,ca,38.0,70646.0,gray,green,bmw of murrieta,11100,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e57c801898,ca,19.0,155440.0,red,beige,veros credit,3825,2700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f370090014,ca,45.0,33980.0,blue,black,onemain rem/m&m auto traders,17650,22000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x27a140891,ca,37.0,67118.0,white,brown,walters auto sales/service inc,21300,26250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Audi,A4,2.0T,Sedan,manual,wauaf78e26a050670,ca,34.0,178729.0,black,black,california auto exchange,2775,3800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,LS 460,Base,Sedan,automatic,jthbl46f875024464,ca,33.0,117688.0,silver,gray,high bid trading co inc,16750,16000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Toyota,Yaris,Base,Sedan,automatic,jtdbt923271143855,ca,2.0,115174.0,silver,black,toyota financial services,4250,2500,Wed Jan 28 2015 05:30:00 GMT-0800 (PST)
2006,GMC,Yukon XL,SL 1500,SUV,automatic,1gkec16z86j170963,ca,32.0,121488.0,white,gray,premium auto wholesale,7700,5500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2006,Jeep,Commander,Base,SUV,automatic,1j8hh48n96c175740,ca,39.0,92858.0,white,black,symbolic motor cars,7625,8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83576dt63954,ca,37.0,74756.0,silver,gray,mercedes benz of walnut creek,11350,10000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r26h458896,ca,19.0,121589.0,blue,gray,valley kia,4575,2700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,GMC,Sierra 1500,SLE1,Crew Cab,automatic,2gtec13tx61140093,ca,19.0,225462.0,white,beige,walters auto sales/service inc,6500,4700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,Touring,Sedan,automatic,2c3la53g16h339021,ca,2.0,105117.0,blue,gray,public service credit union,6250,5700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k469213917,ca,19.0,120425.0,gray,gray,scott robinson honda,3400,1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-350 Super Duty,XL,SuperCab,automatic,1ftwx31546ed89304,ca,46.0,29554.0,white,gray,clear view systems,9725,17250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g66h349135,ca,22.0,131198.0,silver,gray,primeritus remarketing/cu recovery,5275,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w46fb39745,ca,21.0,107040.0,black,gray,redline remarketing,9200,8800,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Malibu,SS,Sedan,automatic,1g1zw53136f165921,ca,26.0,125368.0,silver,black,lobel financial corp,4050,2300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chrysler,300,C,Sedan,automatic,2c3ka63h96h353257,ca,28.0,109172.0,silver,gray,repo remarketing/schools first fcu,6875,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
